action_datetime,path_name,method,ip,status_response,response,description,request_body,request_query,duration
2024-10-08 19:40:59,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""'method' object has no attribute 'updated_at'""}","{""points"": 6000}","{'path': {}, 'query': {}}",0.025
2024-10-08 19:41:53,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""'method' object has no attribute 'updated_at'""}","{""points"": 6000}","{'path': {}, 'query': {}}",0.03
2024-10-08 19:42:09,/spend,POST,127.0.0.1,200,null,,"{""points"": 6000}","{'path': {}, 'query': {}}",0.052
2024-10-08 19:43:12,/spend,POST,127.0.0.1,200,null,,"{""points"": 6000}","{'path': {}, 'query': {}}",0.062
2024-10-08 20:31:01,/spend,POST,127.0.0.1,200,null,,"{""points"": 6000}","{'path': {}, 'query': {}}",0.046
2024-10-08 20:34:09,/spend,POST,127.0.0.1,200,null,,"{""points"": 6000}","{'path': {}, 'query': {}}",0.031
2024-10-08 20:35:14,/spend,POST,127.0.0.1,404,"{""detail"":""You don't have enough points""}",,"{""points"": 6000}","{'path': {}, 'query': {}}",0.023
2024-10-08 20:35:51,/spend,POST,127.0.0.1,404,"{""detail"":""You don't have enough points""}",,"{""points"": 7000}","{'path': {}, 'query': {}}",0.009
2024-10-08 20:37:22,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 7000}","{'path': {}, 'query': {}}",0.015
2024-10-08 20:37:31,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""list index out of range""}","{""points"": 5800}","{'path': {}, 'query': {}}",0.008
2024-10-08 20:43:01,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""list index out of range""}","{""points"": 5800}","{'path': {}, 'query': {}}",0.017
2024-10-08 20:44:03,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""list index out of range""}","{""points"": 5800}","{'path': {}, 'query': {}}",0.018
2024-10-08 20:44:16,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""list index out of range""}","{""points"": 5800}","{'path': {}, 'query': {}}",0.025
2024-10-08 20:44:33,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""list index out of range""}","{""points"": 5800}","{'path': {}, 'query': {}}",0.017
2024-10-08 20:45:27,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 5800}","{'path': {}, 'query': {}}",0.024
2024-10-08 20:46:16,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 5800}","{'path': {}, 'query': {}}",0.021
2024-10-08 20:47:17,/spend,POST,127.0.0.1,200,null,,"{""points"": 5800}","{'path': {}, 'query': {}}",0.041
2024-10-08 20:52:49,/spend,POST,127.0.0.1,200,null,,"{""points"": 5800}","{'path': {}, 'query': {}}",0.049
2024-10-08 20:53:36,/spend,POST,127.0.0.1,200,null,,"{""points"": 1000}","{'path': {}, 'query': {}}",0.024
2024-10-08 20:54:02,/spend,POST,127.0.0.1,200,null,,"{""points"": 800}","{'path': {}, 'query': {}}",0.024
2024-10-08 20:57:10,/spend,POST,127.0.0.1,200,null,,"{""points"": 800}","{'path': {}, 'query': {}}",0.05
2024-10-08 21:07:43,/spend,POST,127.0.0.1,200,null,,"{""points"": 800}","{'path': {}, 'query': {}}",0.052
2024-10-08 21:08:49,/spend,POST,127.0.0.1,200,null,,"{""points"": 800}","{'path': {}, 'query': {}}",0.023
2024-10-08 21:09:28,/spend,POST,127.0.0.1,200,null,,"{""points"": 800}","{'path': {}, 'query': {}}",0.022
2024-10-08 21:12:29,/spend,POST,127.0.0.1,200,null,,"{""points"": 800}","{'path': {}, 'query': {}}",0.054
2024-10-08 21:13:40,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 800}","{'path': {}, 'query': {}}",0.008
2024-10-08 21:18:24,/spend,POST,127.0.0.1,200,[],,"{""points"": 100}","{'path': {}, 'query': {}}",0.05
2024-10-08 21:18:48,/spend,POST,127.0.0.1,200,[],,"{""points"": 100}","{'path': {}, 'query': {}}",0.045
2024-10-08 21:19:33,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-200},{""payer"":""MUMU"",""points"":0}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.049
2024-10-08 21:20:04,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-100},{""payer"":""MUMU"",""points"":0}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.016
2024-10-08 21:20:26,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-400},{""payer"":""MUMU"",""points"":0}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.016
2024-10-08 21:28:22,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""'list' object has no attribute '__dict__'""}","{""points"": 100}","{'path': {}, 'query': {}}",0.031
2024-10-08 21:37:12,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-100},{""payer"":""MUMU"",""points"":0}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.05
2024-10-08 21:37:31,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-100},{""payer"":""MUMU"",""points"":0}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.024
2024-10-08 21:38:04,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":1100},{""payer"":""MUMU"",""points"":-1000}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.02
2024-10-08 21:39:45,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-1000},{""payer"":""MUMU"",""points"":900}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.022
2024-10-08 21:41:25,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-200},{""payer"":""MUMU"",""points"":100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.049
2024-10-08 21:43:12,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":0},{""payer"":""MUMU"",""points"":-100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.058
2024-10-08 21:43:41,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":900},{""payer"":""MUMU"",""points"":-1000}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.023
2024-10-08 21:48:00,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-200},{""payer"":""MUMU"",""points"":100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.05
2024-10-08 21:52:20,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 100}","{'path': {}, 'query': {}}",0.016
2024-10-08 21:57:20,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 100}","{'path': {}, 'query': {}}",0.021
2024-10-08 21:57:48,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 100}","{'path': {}, 'query': {}}",0.023
2024-10-08 21:59:54,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-200},{""payer"":""MUMU"",""points"":100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.041
2024-10-08 22:46:09,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-200},{""payer"":""MUMU"",""points"":100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.05
2024-10-08 22:47:00,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 100}","{'path': {}, 'query': {}}",0.021
2024-10-08 22:47:09,/spend,POST,127.0.0.1,200,"[{""payer"":""MUMU"",""points"":-100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.043
2024-10-08 22:47:23,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-200},{""payer"":""MUMU"",""points"":100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.021
2024-10-08 22:48:10,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 100}","{'path': {}, 'query': {}}",0.023
2024-10-08 22:59:01,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-100},{""payer"":""MUMU"",""points"":-1000}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.044
2024-10-08 22:59:27,/spend,POST,127.0.0.1,200,"[{""payer"":""MUMU"",""points"":-1050}]",,"{""points"": 1050}","{'path': {}, 'query': {}}",0.017
2024-10-08 22:59:56,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 1050}","{'path': {}, 'query': {}}",0.023
2024-10-09 00:35:22,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""cumulative_pts""}","{""points"": 1050}","{'path': {}, 'query': {}}",0.015
2024-10-09 00:35:43,/spend,POST,127.0.0.1,500,{'detail': 'Internal Server Error'},"{""detail"":""cumulative_pts""}","{""points"": 1050}","{'path': {}, 'query': {}}",0.026
2024-10-09 00:40:28,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-50},{""payer"":""MUMU"",""points"":-1000}]",,"{""points"": 1050}","{'path': {}, 'query': {}}",0.054
2024-10-09 00:41:35,/spend,POST,127.0.0.1,200,"[{""payer"":""MUMU"",""points"":-800}]",,"{""points"": 800}","{'path': {}, 'query': {}}",0.018
2024-10-09 00:51:11,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 12000}","{'path': {}, 'query': {}}",0.021
2024-10-09 00:51:23,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-6000},{""payer"":""MUMU"",""points"":-200}]",,"{""points"": 11200}","{'path': {}, 'query': {}}",0.026
2024-10-09 00:52:25,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-6000},{""payer"":""MUMU"",""points"":-200}]",,"{""points"": 11200}","{'path': {}, 'query': {}}",0.052
2024-10-09 00:54:09,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-6000},{""payer"":""MUMU"",""points"":-200}]",,"{""points"": 11200}","{'path': {}, 'query': {}}",0.056
2024-10-09 00:59:30,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-11000},{""payer"":""MUMU"",""points"":-200}]",,"{""points"": 11200}","{'path': {}, 'query': {}}",0.057
2024-10-09 00:59:56,/spend,POST,127.0.0.1,400,"{""detail"":""You don't have enough points""}",,"{""points"": 1100}","{'path': {}, 'query': {}}",0.008
2024-10-09 01:00:14,/spend,POST,127.0.0.1,200,"[{""payer"":""DANNON"",""points"":-900},{""payer"":""MUMU"",""points"":-200}]",,"{""points"": 1100}","{'path': {}, 'query': {}}",0.022
2024-10-09 01:03:06,/spend,POST,127.0.0.1,200,"[{""payer"":""MUMU"",""points"":-100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.017
2024-10-09 09:31:04,/spend,POST,127.0.0.1,200,"[{""payer"":""MUMU"",""points"":-100}]",,"{""points"": 100}","{'path': {}, 'query': {}}",0.033
2024-10-09 09:34:07,/balance,GET,127.0.0.1,500,{'detail': 'Internal Server Error'},,,"{'path': {}, 'query': {}}",0.0
2024-10-09 09:34:43,/balance,GET,127.0.0.1,500,{'detail': 'Internal Server Error'},,,"{'path': {}, 'query': {}}",0.0
2024-10-09 09:40:19,/balance,GET,127.0.0.1,500,{'detail': 'Internal Server Error'},,,"{'path': {}, 'query': {}}",0.0
2024-10-09 09:48:53,/balance,GET,127.0.0.1,200,"{""DANNON"":1000,""MUMU"":0}",,,"{'path': {}, 'query': {}}",0.015
2024-10-09 17:19:58,/balance,GET,127.0.0.1,200,"{""DANNON"":1000,""MUMU"":0}",,,"{'path': {}, 'query': {}}",0.03
2024-10-09 17:19:59,/balance,GET,127.0.0.1,200,"{""DANNON"":1000,""MUMU"":0}",,,"{'path': {}, 'query': {}}",0.004
2024-10-09 17:20:18,/add,POST,127.0.0.1,200,"{""id"":5,""updated_at"":""2020-11-02T14:00:00"",""user_id"":1,""payer_id"":2,""points"":1000,""created_at"":""2020-11-02T14:00:00""}",,"{""payer"": ""MUMU"", ""points"": 1000, ""timestamp"": ""2020-11-02T14:00:00Z""}","{'path': {}, 'query': {}}",0.047
